instant,dates,season,years,months,hours,holiday,day_a_week,weathersit,temp,atemp,hum,windspeed,casual,registered,total,days_category,hum_category
8456,2011-12-23,Winter,2011,Dec,23,Not,Fri,Clear,0.32,0.3333,0.66,0.1343,4,21,25,Weekday,Too Moist
8457,2011-12-24,Winter,2011,Dec,0,Not,Sat,Misty,0.32,0.3182,0.7,0.1642,3,20,23,Weekend,Too Moist
8458,2011-12-24,Winter,2011,Dec,1,Not,Sat,Misty,0.32,0.3485,0.66,0.0,1,15,16,Weekend,Too Moist
8459,2011-12-24,Winter,2011,Dec,2,Not,Sat,Misty,0.32,0.3333,0.66,0.0896,4,22,26,Weekend,Too Moist
8460,2011-12-24,Winter,2011,Dec,3,Not,Sat,Misty,0.32,0.3333,0.7,0.0896,0,5,5,Weekend,Too Moist
8461,2011-12-24,Winter,2011,Dec,4,Not,Sat,Misty,0.32,0.3182,0.66,0.1642,0,3,3,Weekend,Too Moist
8462,2011-12-24,Winter,2011,Dec,5,Not,Sat,Misty,0.32,0.3182,0.66,0.1642,1,3,4,Weekend,Too Moist
8463,2011-12-24,Winter,2011,Dec,6,Not,Sat,Misty,0.3,0.303,0.75,0.1642,0,10,10,Weekend,Too Moist
8464,2011-12-24,Winter,2011,Dec,7,Not,Sat,Clear,0.3,0.2727,0.7,0.3582,0,10,10,Weekend,Too Moist
8465,2011-12-24,Winter,2011,Dec,8,Not,Sat,Clear,0.28,0.2727,0.7,0.194,0,27,27,Weekend,Too Moist
8466,2011-12-24,Winter,2011,Dec,9,Not,Sat,Clear,0.3,0.2727,0.45,0.4179,3,53,56,Weekend,Ideal
8467,2011-12-24,Winter,2011,Dec,10,Not,Sat,Clear,0.3,0.2576,0.42,0.4925,4,52,56,Weekend,Too Dry
8468,2011-12-24,Winter,2011,Dec,11,Not,Sat,Clear,0.32,0.2879,0.39,0.3582,9,62,71,Weekend,Too Dry
8469,2011-12-24,Winter,2011,Dec,12,Not,Sat,Clear,0.34,0.3182,0.39,0.2836,15,79,94,Weekend,Too Dry
8470,2011-12-24,Winter,2011,Dec,13,Not,Sat,Clear,0.34,0.303,0.39,0.2985,24,97,121,Weekend,Too Dry
8471,2011-12-24,Winter,2011,Dec,14,Not,Sat,Clear,0.34,0.303,0.39,0.2985,15,70,85,Weekend,Too Dry
8472,2011-12-24,Winter,2011,Dec,15,Not,Sat,Clear,0.32,0.303,0.39,0.2239,15,82,97,Weekend,Too Dry
8473,2011-12-24,Winter,2011,Dec,16,Not,Sat,Clear,0.32,0.3182,0.42,0.194,25,74,99,Weekend,Too Dry
8474,2011-12-24,Winter,2011,Dec,17,Not,Sat,Clear,0.28,0.2879,0.45,0.1343,15,53,68,Weekend,Ideal
8475,2011-12-24,Winter,2011,Dec,18,Not,Sat,Clear,0.3,0.3182,0.42,0.0896,2,33,35,Weekend,Too Dry
8476,2011-12-24,Winter,2011,Dec,19,Not,Sat,Clear,0.3,0.3182,0.52,0.0896,1,24,25,Weekend,Ideal
8477,2011-12-24,Winter,2011,Dec,20,Not,Sat,Clear,0.26,0.2727,0.56,0.1343,5,19,24,Weekend,Ideal
8478,2011-12-24,Winter,2011,Dec,21,Not,Sat,Clear,0.26,0.2576,0.56,0.1642,4,15,19,Weekend,Ideal
8479,2011-12-24,Winter,2011,Dec,22,Not,Sat,Clear,0.24,0.2879,0.52,0.0,8,12,20,Weekend,Ideal
8480,2011-12-24,Winter,2011,Dec,23,Not,Sat,Clear,0.24,0.2576,0.56,0.0,1,16,17,Weekend,Ideal
8481,2011-12-25,Winter,2011,Dec,0,Not,Sun,Clear,0.24,0.2273,0.6,0.194,2,4,6,Weekend,Ideal
8482,2011-12-25,Winter,2011,Dec,1,Not,Sun,Clear,0.22,0.2273,0.69,0.1343,2,2,4,Weekend,Too Moist
8483,2011-12-25,Winter,2011,Dec,2,Not,Sun,Clear,0.22,0.2576,0.75,0.0896,0,2,2,Weekend,Too Moist
8484,2011-12-25,Winter,2011,Dec,3,Not,Sun,Clear,0.22,0.2727,0.72,0.0,1,3,4,Weekend,Too Moist
8485,2011-12-25,Winter,2011,Dec,5,Not,Sun,Clear,0.2,0.2273,0.75,0.1045,0,1,1,Weekend,Too Moist
8486,2011-12-25,Winter,2011,Dec,6,Not,Sun,Clear,0.2,0.2273,0.75,0.1045,0,1,1,Weekend,Too Moist
8487,2011-12-25,Winter,2011,Dec,7,Not,Sun,Clear,0.22,0.2424,0.8,0.1045,0,4,4,Weekend,Too Moist
8488,2011-12-25,Winter,2011,Dec,8,Not,Sun,Clear,0.2,0.2121,0.8,0.1642,1,4,5,Weekend,Too Moist
8489,2011-12-25,Winter,2011,Dec,9,Not,Sun,Clear,0.24,0.2424,0.87,0.1642,3,20,23,Weekend,Too Moist
8490,2011-12-25,Winter,2011,Dec,10,Not,Sun,Clear,0.26,0.2424,0.81,0.2537,31,12,43,Weekend,Too Moist
8491,2011-12-25,Winter,2011,Dec,11,Not,Sun,Clear,0.3,0.303,0.7,0.1642,43,42,85,Weekend,Too Moist
8492,2011-12-25,Winter,2011,Dec,12,Not,Sun,Clear,0.3,0.2727,0.75,0.2985,25,41,66,Weekend,Too Moist
8493,2011-12-25,Winter,2011,Dec,13,Not,Sun,Clear,0.32,0.303,0.7,0.2537,40,39,79,Weekend,Too Moist
8494,2011-12-25,Winter,2011,Dec,14,Not,Sun,Clear,0.34,0.3182,0.61,0.2537,41,45,86,Weekend,Ideal
8495,2011-12-25,Winter,2011,Dec,15,Not,Sun,Clear,0.34,0.3333,0.61,0.194,43,48,91,Weekend,Ideal
8496,2011-12-25,Winter,2011,Dec,16,Not,Sun,Clear,0.36,0.3636,0.57,0.1045,35,51,86,Weekend,Ideal
8497,2011-12-25,Winter,2011,Dec,17,Not,Sun,Clear,0.34,0.3333,0.61,0.1343,11,33,44,Weekend,Ideal
8498,2011-12-25,Winter,2011,Dec,18,Not,Sun,Clear,0.32,0.3182,0.7,0.194,7,23,30,Weekend,Too Moist
8499,2011-12-25,Winter,2011,Dec,19,Not,Sun,Clear,0.32,0.3333,0.57,0.1343,2,14,16,Weekend,Ideal
8500,2011-12-25,Winter,2011,Dec,20,Not,Sun,Clear,0.32,0.3333,0.49,0.0896,8,18,26,Weekend,Ideal
8501,2011-12-25,Winter,2011,Dec,21,Not,Sun,Clear,0.3,0.303,0.56,0.1343,4,15,19,Weekend,Ideal
8502,2011-12-25,Winter,2011,Dec,22,Not,Sun,Clear,0.28,0.2727,0.61,0.1642,2,15,17,Weekend,Ideal
8503,2011-12-25,Winter,2011,Dec,23,Not,Sun,Clear,0.26,0.2727,0.65,0.1343,2,14,16,Weekend,Too Moist
8504,2011-12-26,Winter,2011,Dec,0,Yes,Mon,Clear,0.22,0.2273,0.75,0.1642,5,6,11,Weekday,Too Moist
8505,2011-12-26,Winter,2011,Dec,1,Yes,Mon,Clear,0.28,0.2727,0.56,0.194,3,7,10,Weekday,Ideal
8506,2011-12-26,Winter,2011,Dec,2,Yes,Mon,Clear,0.34,0.3182,0.46,0.2239,2,5,7,Weekday,Ideal
8507,2011-12-26,Winter,2011,Dec,4,Yes,Mon,Clear,0.34,0.303,0.46,0.2985,0,2,2,Weekday,Ideal
8508,2011-12-26,Winter,2011,Dec,5,Yes,Mon,Clear,0.34,0.303,0.42,0.3881,0,4,4,Weekday,Too Dry
8509,2011-12-26,Winter,2011,Dec,6,Yes,Mon,Clear,0.32,0.303,0.45,0.2836,0,4,4,Weekday,Ideal
8510,2011-12-26,Winter,2011,Dec,7,Yes,Mon,Clear,0.32,0.3182,0.45,0.194,2,17,19,Weekday,Ideal
8511,2011-12-26,Winter,2011,Dec,8,Yes,Mon,Clear,0.32,0.3333,0.45,0.1343,5,13,18,Weekday,Ideal
8512,2011-12-26,Winter,2011,Dec,9,Yes,Mon,Clear,0.34,0.303,0.46,0.2985,24,38,62,Weekday,Ideal
8513,2011-12-26,Winter,2011,Dec,10,Yes,Mon,Clear,0.34,0.2879,0.42,0.5224,31,39,70,Weekday,Too Dry
8514,2011-12-26,Winter,2011,Dec,11,Yes,Mon,Clear,0.34,0.2879,0.46,0.5821,40,51,91,Weekday,Ideal
8515,2011-12-26,Winter,2011,Dec,12,Yes,Mon,Clear,0.36,0.3182,0.43,0.4627,34,66,100,Weekday,Too Dry
8516,2011-12-26,Winter,2011,Dec,13,Yes,Mon,Clear,0.38,0.3939,0.4,0.2985,57,83,140,Weekday,Too Dry
8517,2011-12-26,Winter,2011,Dec,14,Yes,Mon,Clear,0.38,0.3939,0.4,0.3284,73,80,153,Weekday,Too Dry
8518,2011-12-26,Winter,2011,Dec,15,Yes,Mon,Clear,0.38,0.3939,0.4,0.2537,26,105,131,Weekday,Too Dry
8519,2011-12-26,Winter,2011,Dec,16,Yes,Mon,Clear,0.36,0.3333,0.43,0.2836,28,69,97,Weekday,Too Dry
8520,2011-12-26,Winter,2011,Dec,17,Yes,Mon,Clear,0.34,0.3182,0.46,0.2239,30,67,97,Weekday,Ideal
8521,2011-12-26,Winter,2011,Dec,18,Yes,Mon,Clear,0.32,0.3333,0.49,0.0896,21,54,75,Weekday,Ideal
8522,2011-12-26,Winter,2011,Dec,19,Yes,Mon,Clear,0.3,0.3182,0.65,0.0896,16,49,65,Weekday,Too Moist
8523,2011-12-26,Winter,2011,Dec,20,Yes,Mon,Clear,0.3,0.3182,0.56,0.0896,14,42,56,Weekday,Ideal
8524,2011-12-26,Winter,2011,Dec,21,Yes,Mon,Clear,0.26,0.303,0.7,0.0,10,39,49,Weekday,Too Moist
8525,2011-12-26,Winter,2011,Dec,22,Yes,Mon,Clear,0.26,0.303,0.7,0.0,5,22,27,Weekday,Too Moist
8526,2011-12-26,Winter,2011,Dec,23,Yes,Mon,Clear,0.26,0.2727,0.7,0.1045,4,25,29,Weekday,Too Moist
8527,2011-12-27,Winter,2011,Dec,0,Not,Tue,Clear,0.26,0.2576,0.7,0.1642,3,9,12,Weekday,Too Moist
8528,2011-12-27,Winter,2011,Dec,1,Not,Tue,Clear,0.26,0.2727,0.7,0.1343,0,6,6,Weekday,Too Moist
8529,2011-12-27,Winter,2011,Dec,2,Not,Tue,Clear,0.26,0.2727,0.7,0.1343,2,2,4,Weekday,Too Moist
8530,2011-12-27,Winter,2011,Dec,3,Not,Tue,Misty,0.3,0.2879,0.61,0.2239,0,3,3,Weekday,Ideal
8531,2011-12-27,Winter,2011,Dec,4,Not,Tue,Misty,0.3,0.2879,0.65,0.2239,0,3,3,Weekday,Too Moist
8532,2011-12-27,Winter,2011,Dec,5,Not,Tue,Misty,0.3,0.2727,0.64,0.2836,0,8,8,Weekday,Ideal
8533,2011-12-27,Winter,2011,Dec,6,Not,Tue,Misty,0.3,0.2727,0.61,0.2985,0,35,35,Weekday,Ideal
8534,2011-12-27,Winter,2011,Dec,7,Not,Tue,Misty,0.3,0.2879,0.65,0.2836,1,79,80,Weekday,Too Moist
8535,2011-12-27,Winter,2011,Dec,8,Not,Tue,Misty,0.3,0.303,0.65,0.1642,9,155,164,Weekday,Too Moist
8536,2011-12-27,Winter,2011,Dec,9,Not,Tue,Light_Rain,0.32,0.3333,0.66,0.1045,19,85,104,Weekday,Too Moist
8537,2011-12-27,Winter,2011,Dec,10,Not,Tue,Misty,0.32,0.3333,0.66,0.0896,13,47,60,Weekday,Too Moist
8538,2011-12-27,Winter,2011,Dec,11,Not,Tue,Light_Rain,0.32,0.3333,0.66,0.1045,6,24,30,Weekday,Too Moist
8539,2011-12-27,Winter,2011,Dec,12,Not,Tue,Light_Rain,0.3,0.3182,0.81,0.0896,8,16,24,Weekday,Too Moist
8540,2011-12-27,Winter,2011,Dec,13,Not,Tue,Light_Rain,0.3,0.303,0.87,0.1343,1,19,20,Weekday,Too Moist
8541,2011-12-27,Winter,2011,Dec,14,Not,Tue,Light_Rain,0.42,0.4242,0.82,0.3881,0,14,14,Weekday,Too Moist
8542,2011-12-27,Winter,2011,Dec,15,Not,Tue,Light_Rain,0.42,0.4242,0.82,0.3881,2,17,19,Weekday,Too Moist
8543,2011-12-27,Winter,2011,Dec,16,Not,Tue,Light_Rain,0.44,0.4394,0.88,0.3284,2,44,46,Weekday,Too Moist
8544,2011-12-27,Winter,2011,Dec,17,Not,Tue,Light_Rain,0.4,0.4091,0.87,0.1343,6,109,115,Weekday,Too Moist
8545,2011-12-27,Winter,2011,Dec,18,Not,Tue,Clear,0.38,0.3939,0.87,0.2836,9,126,135,Weekday,Too Moist
8546,2011-12-27,Winter,2011,Dec,19,Not,Tue,Clear,0.34,0.3333,0.87,0.1642,3,87,90,Weekday,Too Moist
8547,2011-12-27,Winter,2011,Dec,20,Not,Tue,Clear,0.32,0.3333,0.93,0.0896,3,66,69,Weekday,Too Moist
8548,2011-12-27,Winter,2011,Dec,21,Not,Tue,Clear,0.32,0.3333,0.87,0.0896,11,52,63,Weekday,Too Moist
8549,2011-12-27,Winter,2011,Dec,22,Not,Tue,Clear,0.32,0.3333,0.87,0.0896,3,29,32,Weekday,Too Moist
8550,2011-12-27,Winter,2011,Dec,23,Not,Tue,Clear,0.3,0.303,0.93,0.1343,2,24,26,Weekday,Too Moist
8551,2011-12-28,Winter,2011,Dec,0,Not,Wed,Clear,0.32,0.3182,0.87,0.1642,0,10,10,Weekday,Too Moist
8552,2011-12-28,Winter,2011,Dec,1,Not,Wed,Clear,0.32,0.3182,0.76,0.1642,0,12,12,Weekday,Too Moist
8553,2011-12-28,Winter,2011,Dec,2,Not,Wed,Clear,0.32,0.303,0.61,0.2537,0,7,7,Weekday,Ideal
8554,2011-12-28,Winter,2011,Dec,3,Not,Wed,Clear,0.32,0.303,0.61,0.2537,0,4,4,Weekday,Ideal
8555,2011-12-28,Winter,2011,Dec,5,Not,Wed,Clear,0.32,0.2879,0.57,0.3582,0,9,9,Weekday,Ideal
8556,2011-12-28,Winter,2011,Dec,6,Not,Wed,Clear,0.32,0.303,0.57,0.2537,1,42,43,Weekday,Ideal
8557,2011-12-28,Winter,2011,Dec,7,Not,Wed,Clear,0.32,0.303,0.57,0.2537,4,106,110,Weekday,Ideal
8558,2011-12-28,Winter,2011,Dec,8,Not,Wed,Clear,0.32,0.2879,0.57,0.3582,11,206,217,Weekday,Ideal
8559,2011-12-28,Winter,2011,Dec,9,Not,Wed,Clear,0.32,0.303,0.57,0.3284,18,171,189,Weekday,Ideal
8560,2011-12-28,Winter,2011,Dec,10,Not,Wed,Clear,0.34,0.3182,0.57,0.2239,12,84,96,Weekday,Ideal
8561,2011-12-28,Winter,2011,Dec,11,Not,Wed,Clear,0.36,0.3333,0.46,0.3582,18,93,111,Weekday,Ideal
8562,2011-12-28,Winter,2011,Dec,12,Not,Wed,Clear,0.34,0.2879,0.46,0.5522,32,108,140,Weekday,Ideal
8563,2011-12-28,Winter,2011,Dec,13,Not,Wed,Clear,0.34,0.2879,0.39,0.4627,24,135,159,Weekday,Too Dry
8564,2011-12-28,Winter,2011,Dec,14,Not,Wed,Clear,0.32,0.2879,0.39,0.3881,24,96,120,Weekday,Too Dry
8565,2011-12-28,Winter,2011,Dec,15,Not,Wed,Clear,0.32,0.2879,0.36,0.4179,16,101,117,Weekday,Too Dry
8566,2011-12-28,Winter,2011,Dec,16,Not,Wed,Clear,0.3,0.2727,0.36,0.4179,23,144,167,Weekday,Too Dry
8567,2011-12-28,Winter,2011,Dec,17,Not,Wed,Clear,0.28,0.2727,0.38,0.2537,25,225,250,Weekday,Too Dry
8568,2011-12-28,Winter,2011,Dec,18,Not,Wed,Clear,0.26,0.2273,0.38,0.3284,10,159,169,Weekday,Too Dry
8569,2011-12-28,Winter,2011,Dec,19,Not,Wed,Clear,0.24,0.2273,0.41,0.2537,16,135,151,Weekday,Too Dry
8570,2011-12-28,Winter,2011,Dec,20,Not,Wed,Clear,0.24,0.2273,0.41,0.2239,9,70,79,Weekday,Too Dry
8571,2011-12-28,Winter,2011,Dec,21,Not,Wed,Clear,0.22,0.2273,0.44,0.1343,7,63,70,Weekday,Too Dry
8572,2011-12-28,Winter,2011,Dec,22,Not,Wed,Clear,0.22,0.2424,0.44,0.1045,2,31,33,Weekday,Too Dry
8573,2011-12-28,Winter,2011,Dec,23,Not,Wed,Clear,0.22,0.2121,0.44,0.2537,3,36,39,Weekday,Too Dry
8574,2011-12-29,Winter,2011,Dec,0,Not,Thur,Misty,0.22,0.2273,0.47,0.194,4,24,28,Weekday,Ideal
8575,2011-12-29,Winter,2011,Dec,1,Not,Thur,Clear,0.22,0.2121,0.47,0.2239,0,15,15,Weekday,Ideal
8576,2011-12-29,Winter,2011,Dec,2,Not,Thur,Clear,0.2,0.2273,0.51,0.1045,0,3,3,Weekday,Ideal
8577,2011-12-29,Winter,2011,Dec,3,Not,Thur,Clear,0.2,0.197,0.55,0.194,0,2,2,Weekday,Ideal
8578,2011-12-29,Winter,2011,Dec,4,Not,Thur,Clear,0.2,0.2121,0.55,0.1642,1,2,3,Weekday,Ideal
8579,2011-12-29,Winter,2011,Dec,5,Not,Thur,Clear,0.2,0.2273,0.55,0.1045,0,10,10,Weekday,Ideal
8580,2011-12-29,Winter,2011,Dec,6,Not,Thur,Clear,0.2,0.2576,0.59,0.0,2,39,41,Weekday,Ideal
8581,2011-12-29,Winter,2011,Dec,7,Not,Thur,Clear,0.18,0.2121,0.64,0.0896,2,104,106,Weekday,Ideal
8582,2011-12-29,Winter,2011,Dec,8,Not,Thur,Misty,0.2,0.2576,0.64,0.0,3,207,210,Weekday,Ideal
8583,2011-12-29,Winter,2011,Dec,9,Not,Thur,Misty,0.2,0.2121,0.64,0.1343,15,155,170,Weekday,Ideal
8584,2011-12-29,Winter,2011,Dec,10,Not,Thur,Misty,0.22,0.2273,0.64,0.1642,13,97,110,Weekday,Ideal
8585,2011-12-29,Winter,2011,Dec,11,Not,Thur,Misty,0.24,0.2576,0.6,0.0896,23,99,122,Weekday,Ideal
8586,2011-12-29,Winter,2011,Dec,12,Not,Thur,Misty,0.26,0.2727,0.56,0.1045,12,118,130,Weekday,Ideal
8587,2011-12-29,Winter,2011,Dec,13,Not,Thur,Misty,0.28,0.2879,0.52,0.1045,36,95,131,Weekday,Ideal
8588,2011-12-29,Winter,2011,Dec,14,Not,Thur,Misty,0.3,0.3333,0.52,0.0,30,112,142,Weekday,Ideal
8589,2011-12-29,Winter,2011,Dec,15,Not,Thur,Misty,0.3,0.3182,0.52,0.0896,27,150,177,Weekday,Ideal
8590,2011-12-29,Winter,2011,Dec,16,Not,Thur,Clear,0.3,0.303,0.52,0.1642,22,155,177,Weekday,Ideal
8591,2011-12-29,Winter,2011,Dec,17,Not,Thur,Clear,0.3,0.303,0.61,0.1642,14,226,240,Weekday,Ideal
8592,2011-12-29,Winter,2011,Dec,18,Not,Thur,Clear,0.3,0.303,0.56,0.1343,15,192,207,Weekday,Ideal
8593,2011-12-29,Winter,2011,Dec,19,Not,Thur,Clear,0.3,0.3182,0.56,0.1045,11,124,135,Weekday,Ideal
8594,2011-12-29,Winter,2011,Dec,20,Not,Thur,Clear,0.28,0.2879,0.65,0.1045,8,88,96,Weekday,Too Moist
8595,2011-12-29,Winter,2011,Dec,21,Not,Thur,Misty,0.28,0.2879,0.61,0.1343,8,60,68,Weekday,Ideal
8596,2011-12-29,Winter,2011,Dec,22,Not,Thur,Clear,0.28,0.2879,0.65,0.1343,7,48,55,Weekday,Too Moist
8597,2011-12-29,Winter,2011,Dec,23,Not,Thur,Clear,0.3,0.303,0.65,0.1642,1,44,45,Weekday,Too Moist
8598,2011-12-30,Winter,2011,Dec,0,Not,Fri,Clear,0.28,0.2879,0.7,0.1343,4,26,30,Weekday,Too Moist
8599,2011-12-30,Winter,2011,Dec,1,Not,Fri,Clear,0.26,0.2879,0.65,0.0896,9,11,20,Weekday,Too Moist
8600,2011-12-30,Winter,2011,Dec,2,Not,Fri,Clear,0.24,0.2576,0.7,0.1045,2,10,12,Weekday,Too Moist
8601,2011-12-30,Winter,2011,Dec,3,Not,Fri,Clear,0.24,0.2576,0.7,0.1045,0,6,6,Weekday,Too Moist
8602,2011-12-30,Winter,2011,Dec,4,Not,Fri,Clear,0.24,0.2576,0.7,0.0896,0,2,2,Weekday,Too Moist
8603,2011-12-30,Winter,2011,Dec,5,Not,Fri,Clear,0.22,0.2576,0.75,0.0896,0,10,10,Weekday,Too Moist
8604,2011-12-30,Winter,2011,Dec,6,Not,Fri,Clear,0.24,0.2576,0.7,0.0896,1,31,32,Weekday,Too Moist
8605,2011-12-30,Winter,2011,Dec,7,Not,Fri,Clear,0.24,0.2576,0.75,0.0896,3,92,95,Weekday,Too Moist
8606,2011-12-30,Winter,2011,Dec,8,Not,Fri,Misty,0.24,0.2576,0.75,0.0896,12,193,205,Weekday,Too Moist
8607,2011-12-30,Winter,2011,Dec,9,Not,Fri,Clear,0.26,0.303,0.75,0.0,19,175,194,Weekday,Too Moist
8608,2011-12-30,Winter,2011,Dec,10,Not,Fri,Clear,0.3,0.2879,0.65,0.2537,10,108,118,Weekday,Too Moist
8609,2011-12-30,Winter,2011,Dec,11,Not,Fri,Clear,0.32,0.3182,0.66,0.194,45,126,171,Weekday,Too Moist
8610,2011-12-30,Winter,2011,Dec,12,Not,Fri,Clear,0.32,0.3333,0.57,0.1343,38,159,197,Weekday,Ideal
8611,2011-12-30,Winter,2011,Dec,13,Not,Fri,Misty,0.36,0.3485,0.53,0.1343,53,154,207,Weekday,Ideal
8612,2011-12-30,Winter,2011,Dec,14,Not,Fri,Misty,0.4,0.4091,0.47,0.0896,67,178,245,Weekday,Ideal
8613,2011-12-30,Winter,2011,Dec,15,Not,Fri,Clear,0.42,0.4242,0.44,0.0,56,236,292,Weekday,Too Dry
8614,2011-12-30,Winter,2011,Dec,16,Not,Fri,Clear,0.42,0.4242,0.47,0.194,36,247,283,Weekday,Ideal
8615,2011-12-30,Winter,2011,Dec,17,Not,Fri,Clear,0.38,0.3939,0.54,0.1642,54,188,242,Weekday,Ideal
8616,2011-12-30,Winter,2011,Dec,18,Not,Fri,Clear,0.36,0.3485,0.62,0.1343,19,163,182,Weekday,Ideal
8617,2011-12-30,Winter,2011,Dec,19,Not,Fri,Misty,0.34,0.303,0.49,0.4179,16,96,112,Weekday,Ideal
8618,2011-12-30,Winter,2011,Dec,20,Not,Fri,Misty,0.34,0.3485,0.66,0.1045,16,75,91,Weekday,Too Moist
8619,2011-12-30,Winter,2011,Dec,21,Not,Fri,Misty,0.36,0.3636,0.66,0.1045,11,84,95,Weekday,Too Moist
8620,2011-12-30,Winter,2011,Dec,22,Not,Fri,Misty,0.34,0.3333,0.71,0.1642,7,78,85,Weekday,Too Moist
8621,2011-12-30,Winter,2011,Dec,23,Not,Fri,Misty,0.36,0.3333,0.66,0.2537,13,60,73,Weekday,Too Moist
8622,2011-12-31,Winter,2011,Dec,0,Not,Sat,Misty,0.38,0.3939,0.62,0.3284,7,37,44,Weekend,Ideal
8623,2011-12-31,Winter,2011,Dec,1,Not,Sat,Misty,0.4,0.4091,0.62,0.2836,4,31,35,Weekend,Ideal
8624,2011-12-31,Winter,2011,Dec,2,Not,Sat,Misty,0.4,0.4091,0.62,0.2836,1,27,28,Weekend,Ideal
8625,2011-12-31,Winter,2011,Dec,3,Not,Sat,Misty,0.4,0.4091,0.62,0.2836,1,17,18,Weekend,Ideal
8626,2011-12-31,Winter,2011,Dec,4,Not,Sat,Clear,0.38,0.3939,0.71,0.2239,1,9,10,Weekend,Too Moist
8627,2011-12-31,Winter,2011,Dec,5,Not,Sat,Misty,0.36,0.3485,0.76,0.2239,1,0,1,Weekend,Too Moist
8628,2011-12-31,Winter,2011,Dec,6,Not,Sat,Misty,0.4,0.4091,0.71,0.0896,1,5,6,Weekend,Too Moist
8629,2011-12-31,Winter,2011,Dec,7,Not,Sat,Light_Rain,0.38,0.3939,0.76,0.0,6,13,19,Weekend,Too Moist
8630,2011-12-31,Winter,2011,Dec,8,Not,Sat,Clear,0.34,0.3333,0.81,0.1343,7,42,49,Weekend,Too Moist
8631,2011-12-31,Winter,2011,Dec,9,Not,Sat,Clear,0.38,0.3939,0.76,0.0,18,72,90,Weekend,Too Moist
8632,2011-12-31,Winter,2011,Dec,10,Not,Sat,Clear,0.4,0.4091,0.76,0.1642,20,108,128,Weekend,Too Moist
8633,2011-12-31,Winter,2011,Dec,11,Not,Sat,Clear,0.42,0.4242,0.71,0.1642,65,152,217,Weekend,Too Moist
8634,2011-12-31,Winter,2011,Dec,12,Not,Sat,Clear,0.52,0.5,0.39,0.2985,93,180,273,Weekend,Too Dry
8635,2011-12-31,Winter,2011,Dec,13,Not,Sat,Clear,0.5,0.4848,0.42,0.4925,108,205,313,Weekend,Too Dry
8636,2011-12-31,Winter,2011,Dec,14,Not,Sat,Clear,0.46,0.4545,0.51,0.3284,115,185,300,Weekend,Ideal
8637,2011-12-31,Winter,2011,Dec,15,Not,Sat,Clear,0.46,0.4545,0.47,0.4925,89,164,253,Weekend,Ideal
8638,2011-12-31,Winter,2011,Dec,16,Not,Sat,Clear,0.44,0.4394,0.51,0.3881,52,143,195,Weekend,Ideal
8639,2011-12-31,Winter,2011,Dec,17,Not,Sat,Clear,0.42,0.4242,0.54,0.194,28,101,129,Weekend,Ideal
8640,2011-12-31,Winter,2011,Dec,18,Not,Sat,Clear,0.42,0.4242,0.54,0.1343,13,80,93,Weekend,Ideal
8641,2011-12-31,Winter,2011,Dec,19,Not,Sat,Clear,0.42,0.4242,0.54,0.2239,19,73,92,Weekend,Ideal
8642,2011-12-31,Winter,2011,Dec,20,Not,Sat,Clear,0.42,0.4242,0.54,0.2239,8,63,71,Weekend,Ideal
8643,2011-12-31,Winter,2011,Dec,21,Not,Sat,Clear,0.4,0.4091,0.58,0.194,2,50,52,Weekend,Ideal
8644,2011-12-31,Winter,2011,Dec,22,Not,Sat,Clear,0.38,0.3939,0.62,0.1343,2,36,38,Weekend,Ideal
8645,2011-12-31,Winter,2011,Dec,23,Not,Sat,Clear,0.36,0.3788,0.66,0.0,4,27,31,Weekend,Too Moist
8646,2012-01-01,Winter,2012,Jan,0,Not,Sun,Clear,0.36,0.3788,0.66,0.0,5,43,48,Weekend,Too Moist
8647,2012-01-01,Winter,2012,Jan,1,Not,Sun,Clear,0.36,0.3485,0.66,0.1343,15,78,93,Weekend,Too Moist
8648,2012-01-01,Winter,2012,Jan,2,Not,Sun,Clear,0.32,0.3485,0.76,0.0,16,59,75,Weekend,Too Moist
8649,2012-01-01,Winter,2012,Jan,3,Not,Sun,Clear,0.3,0.3333,0.81,0.0,11,41,52,Weekend,Too Moist
8650,2012-01-01,Winter,2012,Jan,4,Not,Sun,Clear,0.28,0.303,0.81,0.0896,0,8,8,Weekend,Too Moist
8651,2012-01-01,Winter,2012,Jan,5,Not,Sun,Clear,0.28,0.2879,0.81,0.1045,0,5,5,Weekend,Too Moist
8652,2012-01-01,Winter,2012,Jan,6,Not,Sun,Clear,0.26,0.2727,0.93,0.1343,1,1,2,Weekend,Too Moist
8653,2012-01-01,Winter,2012,Jan,7,Not,Sun,Clear,0.26,0.2576,0.93,0.1642,1,6,7,Weekend,Too Moist
8654,2012-01-01,Winter,2012,Jan,8,Not,Sun,Clear,0.26,0.2727,0.87,0.1045,4,10,14,Weekend,Too Moist
8655,2012-01-01,Winter,2012,Jan,9,Not,Sun,Clear,0.26,0.2727,0.93,0.1045,13,27,40,Weekend,Too Moist
8656,2012-01-01,Winter,2012,Jan,10,Not,Sun,Clear,0.3,0.3182,0.81,0.1045,18,52,70,Weekend,Too Moist
8657,2012-01-01,Winter,2012,Jan,11,Not,Sun,Clear,0.34,0.3333,0.76,0.1343,40,98,138,Weekend,Too Moist
8658,2012-01-01,Winter,2012,Jan,12,Not,Sun,Clear,0.4,0.4091,0.62,0.2836,58,143,201,Weekend,Ideal
